Average_End-To-End Throughput Average_Distance_Travelled Number_of_Delivered Number_of_Dropped_packets Number_of_Re-requested_packets Number_of_packets_Arrived_more_than_once Number_of_Nodes Measurement_Time Buffer_size Number_of_Packets_arrived_to_the_system Packet_Time_limit
2.4 0.004995004995004995 3.0 5 0 0 0 50 1001 10 52 20

3.0 9.99000999000999E-4 7.0 1 0 0 0 50 1001 10 100 20

2.857142857142857 0.013986013986013986 3.2857142857142856 14 0 0 0 50 1001 10 157 20

2.8333333333333335 0.017982017982017984 3.0555555555555554 18 0 0 0 50 1001 10 209 20

1.8888888888888888 0.008991008991008992 2.6666666666666665 9 0 0 0 50 1001 10 267 20

1.9333333333333333 0.014985014985014986 2.933333333333333 15 0 0 0 50 1001 10 375 20

2.125 0.015984015984015984 3.1875 16 0 0 0 50 1001 10 470 20

2.230769230769231 0.012987012987012988 3.5384615384615383 13 0 0 0 50 1001 10 576 20

2.6153846153846154 0.012987012987012988 3.769230769230769 13 0 0 0 50 1001 10 670 20

2.1818181818181817 0.01098901098901099 3.1818181818181817 11 0 0 0 50 1001 10 767 20

2.1 0.00999000999000999 2.8 10 0 0 0 50 1001 10 875 20

2.5625 0.015984015984015984 3.875 16 0 0 0 50 1001 10 977 20

2.6153846153846154 0.012987012987012988 3.769230769230769 13 0 0 0 50 1001 10 1056 20

1.8 0.004995004995004995 2.2 5 0 0 0 50 1001 10 1165 20

2.4545454545454546 0.01098901098901099 4.0 11 0 0 0 50 1001 10 1264 20

1.6875 0.015984015984015984 3.125 16 0 0 0 50 1001 10 1362 20

2.3 0.00999000999000999 3.3 10 0 0 0 50 1001 10 1461 20

1.4285714285714286 0.006993006993006993 2.2857142857142856 7 0 0 0 50 1001 10 1561 20

3.4347826086956523 0.022977022977022976 3.6956521739130435 23 0 0 0 50 1001 10 1654 20

1.5 0.00999000999000999 2.1 10 0 0 0 50 1001 10 1769 20

2.357142857142857 0.013986013986013986 3.7857142857142856 14 0 0 0 50 1001 10 1865 20

2.769230769230769 0.012987012987012988 3.230769230769231 13 0 0 0 50 1001 10 1952 20

2.3333333333333335 0.011988011988011988 4.166666666666667 12 0 0 0 50 1001 10 2060 20

