Average_End-To-End Throughput Average_Distance_Travelled Number_of_Delivered Number_of_Dropped_packets Number_of_Re-requested_packets Number_of_packets_Arrived_more_than_once Number_of_Nodes Measurement_Time Buffer_size Number_of_Packets_arrived_to_the_system Packet_Time_limit
2.0 0.003996003996003996 2.75 4 0 0 0 50 1001 10 2162 20

1.8666666666666667 0.014985014985014986 2.6666666666666665 15 0 0 0 50 1001 10 2270 20

3.0 0.017982017982017984 3.1666666666666665 18 0 0 0 50 1001 10 2349 20

2.9375 0.015984015984015984 4.4375 16 0 0 0 50 1001 10 2470 20

2.066666666666667 0.014985014985014986 3.4 15 0 0 0 50 1001 10 2560 20

1.5 0.005994005994005994 2.3333333333333335 6 0 0 0 50 1001 10 2666 20

3.761904761904762 0.02097902097902098 4.571428571428571 21 0 0 0 50 1001 10 2770 20

1.6 0.004995004995004995 2.4 5 0 0 0 50 1001 10 2868 20

1.9285714285714286 0.013986013986013986 2.5714285714285716 14 0 0 0 50 1001 10 2947 20

2.357142857142857 0.013986013986013986 2.7857142857142856 14 0 0 0 50 1001 10 3066 20

1.9090909090909092 0.01098901098901099 2.4545454545454546 11 0 0 0 50 1001 10 3158 20

2.0833333333333335 0.011988011988011988 2.9166666666666665 12 0 0 0 50 1001 10 3269 20

1.7142857142857142 0.013986013986013986 2.4285714285714284 14 0 0 0 50 1001 10 3356 20

1.8888888888888888 0.008991008991008992 3.3333333333333335 9 0 0 0 50 1001 10 3464 20

2.7857142857142856 0.013986013986013986 3.0714285714285716 14 0 0 0 50 1001 10 3552 20

2.6842105263157894 0.01898101898101898 2.8421052631578947 19 0 0 0 50 1001 10 3681 20

1.8888888888888888 0.008991008991008992 2.888888888888889 9 0 0 0 50 1001 10 3756 20

2.588235294117647 0.016983016983016984 4.117647058823529 17 0 0 0 50 1001 10 3867 20

3.590909090909091 0.02197802197802198 3.772727272727273 22 0 1 1 50 1001 10 3973 20

2.1 0.00999000999000999 2.8 10 0 0 0 50 1001 10 4067 20

2.25 0.011988011988011988 3.3333333333333335 12 0 0 0 50 1001 10 4171 20

2.1538461538461537 0.012987012987012988 3.4615384615384617 13 0 0 0 50 1001 10 4271 20

2.25 0.007992007992007992 3.0 8 0 0 0 50 1001 10 4370 20

3.388888888888889 0.017982017982017984 4.166666666666667 18 0 0 0 50 1001 10 4474 20

2.25 0.01998001998001998 3.3 20 0 0 0 50 1001 10 4562 20

2.4 0.014985014985014986 2.7333333333333334 15 0 0 0 50 1001 10 4666 20

2.3684210526315788 0.01898101898101898 3.8421052631578947 19 0 0 0 50 1001 10 4770 20

2.230769230769231 0.012987012987012988 4.076923076923077 13 0 0 0 50 1001 10 4864 20

3.0 0.016983016983016984 4.0 17 0 0 0 50 1001 10 4968 20

2.2857142857142856 0.013986013986013986 3.357142857142857 14 0 0 0 50 1001 10 5074 20

9.714285714285714 0.02097902097902098 2.857142857142857 21 8 8 0 50 1001 10 5176 20

1.9230769230769231 0.012987012987012988 2.6153846153846154 13 0 0 0 50 1001 10 5270 20

3.2 0.014985014985014986 2.8666666666666667 15 0 0 0 50 1001 10 5382 20

2.888888888888889 0.008991008991008992 3.0 9 0 0 0 50 1001 10 5458 20

2.0 0.015984015984015984 3.0625 16 0 0 0 50 1001 10 5568 20

2.0 0.012987012987012988 3.230769230769231 13 0 0 0 50 1001 10 5678 20

3.125 0.007992007992007992 3.0 8 0 0 0 50 1001 10 5744 20

2.1666666666666665 0.011988011988011988 2.8333333333333335 12 0 0 0 50 1001 10 5871 20

2.230769230769231 0.012987012987012988 3.0 13 0 0 0 50 1001 10 5969 20

1.875 0.007992007992007992 3.75 8 0 0 0 50 1001 10 6050 20

2.0 0.006993006993006993 2.7142857142857144 7 0 0 0 50 1001 10 6169 20

2.6666666666666665 0.017982017982017984 4.333333333333333 18 0 0 0 50 1001 10 6279 20

2.0 0.005994005994005994 2.5 6 0 0 0 50 1001 10 6351 20

2.0 0.002997002997002997 3.3333333333333335 3 0 0 0 50 1001 10 6457 20

2.65 0.01998001998001998 3.1 20 0 0 0 50 1001 10 6572 20

2.2 0.004995004995004995 3.8 5 0 0 0 50 1001 10 6658 20

1.875 0.007992007992007992 2.375 8 0 0 0 50 1001 10 6760 20

1.9166666666666667 0.011988011988011988 3.0 12 0 0 0 50 1001 10 6862 20

2.0 0.012987012987012988 2.8461538461538463 13 0 0 0 50 1001 10 6958 20

2.3333333333333335 0.008991008991008992 2.888888888888889 9 0 0 0 50 1001 10 7062 20

3.111111111111111 0.008991008991008992 4.0 9 0 0 0 50 1001 10 7165 20

2.2857142857142856 0.013986013986013986 3.142857142857143 14 0 0 0 50 1001 10 7259 20

1.8888888888888888 0.008991008991008992 2.7777777777777777 9 0 0 0 50 1001 10 7362 20

2.125 0.007992007992007992 2.875 8 0 0 0 50 1001 10 7457 20

3.1 0.00999000999000999 3.9 10 0 0 0 50 1001 10 7554 20

1.8333333333333333 0.005994005994005994 2.8333333333333335 6 0 0 0 50 1001 10 7660 20

2.888888888888889 0.008991008991008992 2.888888888888889 9 0 0 0 50 1001 10 7742 20

2.1578947368421053 0.01898101898101898 3.263157894736842 19 0 0 0 50 1001 10 7868 20

2.6666666666666665 0.014985014985014986 4.2 15 0 0 0 50 1001 10 7976 20

2.7058823529411766 0.016983016983016984 3.235294117647059 17 0 0 0 50 1001 10 8082 20

3.2941176470588234 0.016983016983016984 3.8823529411764706 17 0 0 0 50 1001 10 8160 20

1.6 0.004995004995004995 2.4 5 0 0 0 50 1001 10 8253 20

2.466666666666667 0.014985014985014986 3.8666666666666667 15 0 0 0 50 1001 10 8351 20

1.8333333333333333 0.011988011988011988 2.75 12 0 0 0 50 1001 10 8454 20

2.0 0.01098901098901099 2.8181818181818183 11 0 0 0 50 1001 10 8559 20

1.5625 0.015984015984015984 2.8125 16 0 0 0 50 1001 10 8658 20

2.3636363636363638 0.01098901098901099 3.5454545454545454 11 0 0 0 50 1001 10 8749 20

2.090909090909091 0.01098901098901099 3.1818181818181817 11 0 0 0 50 1001 10 8860 20

2.2 0.004995004995004995 2.8 5 0 0 0 50 1001 10 8960 20

1.9 0.00999000999000999 3.2 10 0 0 0 50 1001 10 9063 20

2.25 0.011988011988011988 3.25 12 0 0 0 50 1001 10 9166 20

1.7 0.00999000999000999 2.4 10 0 0 0 50 1001 10 9272 20

2.388888888888889 0.017982017982017984 3.7777777777777777 18 0 0 0 50 1001 10 9358 20

1.5 0.005994005994005994 2.0 6 0 0 0 50 1001 10 9471 20

3.375 0.007992007992007992 3.875 8 0 0 0 50 1001 10 9569 20

1.7142857142857142 0.006993006993006993 2.4285714285714284 7 0 0 0 50 1001 10 9667 20

2.0 0.006993006993006993 2.5714285714285716 7 0 0 0 50 1001 10 9765 20
